Statute,Code,Desc,Count
15-335/14B(b)(9),Nonviolent,DUP/MFG/FRAUD ILL ID CARD,11
625-5/11-402(a),Nonviolent,LEAVING THE SCENE,11
625-5/6-301.2(B)(2),Nonviolent,POSS/DISPLAY/FRAUD/DL/CRE,11
625-5/6-301.1(B)(1),Nonviolent,KNOW POSS FIC/ALT LIC/PER,11
720-5/12-7.5(a)(1),Violent,CYBERSTALK/THREAT,11
720-5/12-2(a)(2),Violent,AGG ASSAULT/CONCEAL IDENTITY,11
720-5/12-2(a)(15),Violent,AGG ASSAULT/CORRECTIONAL EMP,11
720-5/12-4,Violent,AGG BATTERY,11
720-550/4-C,Drug,MISD.POSS.CANNABIS,10
720-570/401(c)(7)(ii),Drug,10<15 OBJECTS/PARTS LSD/ANALOG,10
720-570/401(a)(10),Drug,MFG/DEL 30+ GR PCP/ANALOG,10
720-5/32-5.4,Nonviolent,IMPERSONATE FIREFIGHTER,10
720-5/26-4(a)(5),Nonviolent,UNLAWFUL VIDEO/RESIDENCE,10
35-130/24(a)(5),Nonviolent,POSSESS <100 CIG W/O STAMP,10
720-5/32-10(3),Nonviolent,VIOL BAIL BOND,10
730-154/30,Nonviolent,FAILURE TO RE-REGISTER-HOMELES,10
720-5/11-20.1(a)(1)(vii),Nonviolent,CHILD PORN/POSE/EXHIBITION,10
720-5/20-1,Nonviolent,ATT (ARSON),10
720-5/24-1(A)(7),Nonviolent,AUTO WEAPON/SAWED OFF SHO,10
730-150/3(B),Nonviolent,FAIL REG 10 DAYS NEW RESI,10
750-16/15(a)(4),Nonviolent,"SUPPORT $20,000 IN ARREARS",10
720-5/12-5(a),Nonviolent,RECKLESS CONDUCT,10
625-5/4-102(a)(2),Nonviolent,TAMPER W/MOTOR VEHICLE/1ST,10
720-5/18-2A2,Violent,ATT (ARMED ROBBERY),10
720-5/11-9.1(a)(1),Violent,EXPLOITATION CHILD/SEX ACT/2ND,10
720-5/18-5(a)(5),Violent,AGG ROBBERY/CONTROLLED SUB,10
720-5/9-3.3(a),Violent,DRUG-INDUCED HOMICIDE,10
720-570/402(a)(1)(C),Drug,POSSESS 400<900 GRAMS HEROIN,9
720-570/402(a)(7.5)(C)(i),Drug,POSS 400>900 GR ECSTASY/ANALOG,9
720-570/405.1(/407),Drug,CRIMINAL DRUG CONSPIRACY,9
720-570/402(A)(2),Drug,POSSESS 15+ GRAMS COCAINE,9
720-570/401(A)(7.5)(A)(II),Drug,MFG 15>200 PILLS ECSTASY/,9
720-570/402(a)(6.5)(A),Drug,POSSESS 15<100 GR METH,9
720-5/33-1(e),Nonviolent,BRIBERY/SOLICIT BRIBE,9
625-5/4-103.2(7),Nonviolent,AGG POS OF STOLEN VEH.,9
720-5/16H-15,Nonviolent,MISAPPR/FIN INST PROP/>30,9
625-5/6-301.1(B)(3),Nonviolent,POSS/FIC/ALT/DL/COMMIT TH,9
720-5/46-4(A),Nonviolent,ORGANIZER OF AGG FRAUD CONSPIR,9
720-5/25-1(a)(2),Nonviolent,MOB ACTN/2+ PERSONS/UNLWFL ACT,9
625-5/11-501(a)(6),Nonviolent,DUI ANY AMOUNT OF DRUG,9
720-5/21-1(1)(b),Nonviolent,RECKLESS DAMAGE/PROP>10K-100K,9
625-5/11-501(A)1),Nonviolent,MISD.DUI,9
720-5/17-24(a),Nonviolent,"FRAUD BY WIRE, RADIO, TV",9
430-65/2(A)(1),Nonviolent,FIREARM/FOID INVALID/NO E,9
720-5/31-7(b),Nonviolent,AID ESCAPE OF FELON FROM INST,9
720-5/19(A),Nonviolent,ATTEMPT BURGLARY,9
625-5(8-4)/4-103(A)(1),Nonviolent,ATT.P.S.M.V.,9
720-5/11-9(A)(2),Nonviolent,PUB INDECENCY/EXPOSURE/3R,9
625-5/11-501(D)(1)A),Nonviolent,DUI/3RD,9
815-515/3(a)(2),Nonviolent,DECEPTION/INDUCE CONTRACT >$1K,9
720-5/16-1(A)(1)(B)(1),Nonviolent,THEFT OF PROPERTY,9
720-5/.1(A),Violent,SOLICITATION/MURDER,9
720-5/33A-2(/I),Violent,ARMED VIOL (CAT I WPN),9
720-5/12-21(a)(2),Violent,CRIM AB/NEGL FAIL TO PERFORM,9
720-5/5(/9)(1)(A)(1),Violent,ATTEMPT FIRST DEGREE MURDER,9
720-5/12-7.4(a)(1),Violent,AGG STALKING/BODILY HARM,9
720-5/12-4(b)(17),Violent,AGG BATTERY/POLICE/SHERIFF EMP,9
720-570/405.1(A)/401)(D),Drug,CRIMINAL DRUG CONSPIRACY,8
720-5/31A-1.2(c),Drug,EMP DEL CANNABIS/PENAL INST,8
720-570/402(a)(7)(A)(i),Drug,POSSESS 15<100 GRAMS LSD/ANLG,8
720-570/401(B)(2),Drug,MAN/DEL >10-30G COC,8
720-570/402(D),Drug,PCS < 15 GRMS HEROIN,8
720-570/405.1(/401)(C),Drug,CRIMINAL DRUG CONSPIRACY,8
720-5/570(/402C),Drug,ATT POSS CONT SUBS,8
720-5/12-2.6,Drug,USE OF DANGEROUS PLACE/CON SUB,8
720-570/401(a)(6.5)(D),Drug,900+ GRAMS METH/ANALOG,8
720-570/401-D,Drug,DLY.CONT.SUB.,8
720-550/8(d),Drug,PRODUCE >50 CANNABIS PLANTS,8
720-5/10-5(b)(1),Nonviolent,CHILD ABDUCTN/CONCEAL/DETAIN,8
720-5/11-9.4(B)(5),Nonviolent,SEX OFFEN/RESIDE 500' PLA,8
15-335/14B(b)(3),Nonviolent,POSS/FRAUD ID CARD/THEFT,8
720-5/24-1.5(b),Nonviolent,RECK DISCH FIREARM/PASSENGER,8
625-5/4-103(A)(6),Nonviolent,FALSE REPORT OF VEHICLE T,8
720-5/21-1(1)(f),Nonviolent,OTHER DAMAGE/<$300,8
720-5/16A-3(h),Nonviolent,THEFT/LESSEE/RETURN PROP<$150,8
430-65/3(b),Nonviolent,FAIL KEEP RECORD OF TRANSFER,8
720-5/32-10(2),Nonviolent,VIOL BAIL BOND,8
720-5/16-1(A)(1)(B),Nonviolent,THEFT/$10K-100K/SCHOOL/WO,8
730-154/10(a),Nonviolent,VIO OFFEN/YOUTH/REGIS/IL,8
720-5/24-1.6(A)(1)2),Nonviolent,AGG UUW/VEHICLE/2ND,8
720-5/31-4(C),Nonviolent,OBSTRCT JUSTICE/LEAVE STA,8
625-5/6-301.2(B)1),Nonviolent,KNOW POSS/FRAUD/DL/PERMIT,8
720-5/12-6.1,Nonviolent,>18 COMPEL ORG MEMBERSHIP <18,8
305-5/8A-2(A),Nonviolent,RECIPIENT FRAUD/STATUS $1,8
720-5/26-5(A),Nonviolent,OWN/BREED/TRAIN FIGHTING,8
720-5/24-3(A)(K),Nonviolent,SELL FIREARM/NO VALID FOI,8
720-5/16-1(a)(2)(C),Nonviolent,THEFT/DECEP/USE/<$300/1ST,8
720-5/17-6(A)/3),Nonviolent,STATE BEN FRAUD >$300,8
720 5/8-4,Nonviolent,ATT PSMV,8
625-5/4-104(A)(2),Nonviolent,UNAUTHD CERTIF ORIG/SALE/,8
720-5/16-1(A)(10),Nonviolent,THEFT,8
720-5/16A-3(c),Nonviolent,RET THEFT/REM PACK/<$150/1ST,8
720-5/24-1.6(d),Nonviolent,AGG UNLWFL USE WEAP/BODY ARMOR,8
RES BURG,Nonviolent,RESIDENTIAL BURGLARY=720-5\19-,8
720-5/250(/12),Nonviolent,ATTEMPT FLASE INFO/CHARGE SLIP,8
720-5/16(A),Nonviolent,MISD.THEFT,8
720-5/11-9.4(c),Nonviolent,SEX OFFENDER PRESENT/FACILITY,8
720-5/16-7,Nonviolent,ATT UNLAWFL REC SOUND,8
720-5/16H-40,Nonviolent,FINANCIAL INSTITUTION ROBBERY,8
720-570/401(F),Nonviolent,OTHER AMOUNT SCHEDULE III,8
720-5/16-7(a)(1),Nonviolent,UNLWFL USE REC SOUND/TRANSFER,8
510-70/3.03,Violent,ANIMAL TORTURE,8
720-5/12-15(A)(1),Violent,CRIMINAL SEXUAL ABUSE FOR,8
720-5/12-14(a)(5),Violent,AGG CRIM SEX ASLT/VICTIM >60,8
720-5/9-1A1,Violent,ATT (MURDER),8
720-5/18-2A,Violent,ATT (ARMED ROBBERY),8
720-5/12-16(A)(1),Violent,AGG CRIM SEX ABUSE/WEAPON,8
720-5/12-14(b)(ii),Violent,AGG CRIM SX ASLT/FORCE VIC9<13,8
720-5/12-4(b)(2),Violent,AGG BATTERY/CONCEAL IDENTITY,8
720-5/12-16(A)(2),Violent,AGG CRIM SEX AB/BODILY HA,8
720-5/10-1(A)(2),Violent,KIDNAPING/FORCE OR THREAT,8
720-5/20-1.1(A)(2),Violent,AGGRAVATED ARSON/BODILY H,8
720-5/8-2(A),Violent,CONSPIRACY TO COMMIT MURDER,8
720-5/12-21.6(A),Violent,ENDANGER CHILD/CAUSE DEAT,8
720-570/401(a)(7)(A),Drug,15<200 OBJECT/PARTS LSD/ANALOG,7
720-570/401(a)(6.5)(C),Drug,400<900 GRAMS METH/ANALOG,7
720-5/570(/402)(C),Drug,ATT POSS CON SUB EXCEPT,7
720-570/401(h),Drug,OTHER AMOUNT SCHEDULE V,7
720-570/405.1A(/401),Drug,CRIMINAL DRUG CONSPIRACY,7
720-570/401(C)(2)/407)(B)(1),Drug,PCS W/INTENT TO DELIVER,7
720-570/402(a)(7.5)(B)(i),Drug,POSS 100>400 GR ECSTASY/ANALOG,7
720-5/31A-1.1(A)(1),Drug,BRING CANNABIS IN A PENAL,7
720-570/405.1(/407)(B)(2),Drug,CRIMINAL DRUG CONSPIRACY,7
720-570/401(d)(iii),Drug,OTHER AMT AMPHETAMINE/ANALOG,7
720-570/405.1(/401)(1),Drug,CRIMINAL DRUG CONSPIRACY,7
720-570/402(A),Drug,POSS CONT SUB,7
720-550/4(A),Drug,POSS OF 2.5 GRAMS CANNABIS,7
720-570/405.1(\402),Drug,CRIMINAL DRUG CONSPIRACY,7
720-600/3.5,Drug,POSS OF PARAPHERNALIA,7
720-570/402(a)(3)(A),Drug,POSSESS 15<100 GRAMS MORPHINE,7
720-570/402(a)(10),Drug,POSSESS 30+ GRAMS PCP,7
720-570/406.2(A)(2),Drug,POSS BLANK/COUNT SCRIPT,7
720-5/11-20.3(a)(6),Nonviolent,AGG CHILD PORN/POSS FILM/PHOTO,7
720-5/16G-15(A)4),Nonviolent,FIN ID THEFT>300<2000,7
720-5/10-1(A)1),Nonviolent,ATTEMPT( KIDNAPPING/SECRETLY C,7
720-5/11-11,Nonviolent,SEX RELATIONS WITHIN FAMILIES,7
720-5/26-4(a),Nonviolent,UNAUTHORIZED VIDEOTAPING,7
720-5/16-14(a),Nonviolent,UNLWFL/INTERF/PUB UTIL/REMUN,7
625-5/11-501(A)(4),Nonviolent,DRVG U/INFLU/DRUG AND ALC/2ND,7
720-5/33-1(b),Nonviolent,BRIBERY/BELIEVED TO INFLUENCE,7
720-5/16A-3(g),Nonviolent,USE THEFT DETECT REMOVER/2ND+,7
720-5/16-1(A)(1)(B)(4),Nonviolent,THEFT,7
720-5/16-1A1,Nonviolent,ATTEMPT THEFT,7
720-5/26-5(f),Nonviolent,PROVIDE SITE FOR DOG FIGHT,7
720-5/46-1(A),Nonviolent,"INSURANCE FRAUD >$100,000",7
15-335/14A(b)(2),Nonviolent,POSS/DISP ID CARD TO ANOTHER,7
720-5/16-1(M),Nonviolent,THEFT (MISD),7
720-5/12-30(A)(2),Nonviolent,VIO ORDER/NOTICE/PRIOR BA,7
720-5/16-1(a)(3)(C),Nonviolent,THEFT/THREAT/USE/>$300/1ST,7
625-5/6-301.2(b)(5),Nonviolent,POSS FRAUD/DL/PERMIT/DEFRAUD,7
720-5/31-4,Nonviolent,ATTEMPT OBSTRUCT JUSTICE,7
720-5/24-1(A)(10)1),Nonviolent,CARRY/POSSES FIREARM IN P,7
720-5/15-335(/14B)(B)(1),Nonviolent,ATTEMPT POSS FRAU ID CARD,7
765-1040/4(4),Nonviolent,UNAUTHORIZED USE SEAL/TRADEMAR,7
720-5/10-2(a)(4),Nonviolent,AGG KIDNAPING/CONCEAL IDENTITY,7
720-5/24-1(A)(7)(I),Nonviolent,MACHINE GUN/AUTOMATIC WEA,7
625-5/6-302(a)(3),Nonviolent,KNOW MAKE FALSE AFFIDAVIT,7
720-5/24-3.1(A)(2),Nonviolent,UNLAWFUL POSSESSION OF HA,7
625-5/4-103(A),Nonviolent,PSMV,7
625-5/11-503(a)(1),Nonviolent,RECKLESS DRIVING,7
720-5/33-1(D),Nonviolent,BRIBERY/RETAINED TO INFLU,7
720-5/32-5(A),Nonviolent,FALSE PERSONATION OF A LA,7
720-5/21-3(A)(1),Nonviolent,CTT REAL PROPERTY,7
15-335/(8-4)14B(B)(1),Nonviolent,,7
720-5/20-1.1A1,Violent,ATT AGGRAVATED ARSON,7
720-5/9-3(A)(C)(2),Violent,RECKLESS HOMICIDE,7
720-5/12-14,Violent,ATT (AGG CRIM SEX ASSA,7
720-5/12-13,Violent,ATT (CRIM SEX ASSAULT),7
510-70/3.03(a),Violent,ANIMAL TORTURE,7
720-5/12-16(F),Violent,AGG CRIM SEX AB/VIC 13-18/TRST,7
720-5/24-1.6(D),Violent,AGG UNLWFL USE WEAP/BODY,7
720-570/401.5(a)(5),Drug,POSS ANY SUB WITH INTENT,6
720-570/402(d),Drug,POSS ANABOLIC STEROID/1ST,6
720-646/55(A)(1),Drug,METH DELIVERY<5 GRAMS,6
720-570/401(A)(1),Drug,MAN/DEL CT SUB 15G HER,6
720-570/401(a)(1),Drug,MFG/DEL 15/+ GR HEROIN/ANALOG,6
720-570/405.1(/401),Drug,CRIMINAL DRUG CONSPIRACY,6
720-570/407(b)(5),Drug,MFG/DEL SCHED IV/SCH/PUB/PK,6
720-570/401(d)(5),Drug,POSS MANU CHEM/<15 GRAMS METH,6
720-570/405.1(/407)(B),Drug,CRIMINAL DRUG CONSPIRACY,6
720-570/8-4(720)(570/402)(C),Drug,ATT.POSS.CONT.SUB.,6
720-570/401(C)(11),Drug,MFG/DEL 50-200 GR SCHED I,6
720-570/405.1(A)/407)(B)2),Drug,CRIMINAL DRUG CONSPIRACY,6
720-550/4(B),Drug,POSSESS CANNABIS/2.5-10 G,6
720-570/405.1(A)/407)(B)(2),Drug,CRIMINAL DRUG CONSPIRACY,6
720-550/8(a),Drug,PRODUCE <5 CANNABIS PLANT,6
720-570/405.1(A)\407)(B)(2),Drug,CRIMINAL DRUG CONSPIRACY,6
720-550/8(c),Drug,PRODUCE 20-50 CANNABIS PLANTS,6
720-5/31A-1.2(C),Drug,EMP DEL CON SUB/PENAL INST,6
720-570/402-A(2)(A),Drug,DLY.CONT.SUB.,6
720-646/60(A)(1),Drug,POSSESSION OF METH< 5 GRA,6
720-5/21-1(A)(2),Nonviolent,CRMININAL DAMAGE TO PROPERTY,6
720-5/25-1(b),Nonviolent,MOB ACTION,6
720-5/16-1(A)(1)A\B4),Nonviolent,THEFT FROM PERSON,6
15-335/14B(B)(3),Nonviolent,POSS/FRAUD ID CARD/THEFT,6
720-5/11-20.1(a)(1),Nonviolent,CHILD PORN/FILM/TAPE/PHOTO/ACT,6
730-5/3-6(4)(A),Nonviolent,FAIL RETURN/FURLOUGH/DOC,6
720-5/17-1(C)(1),Nonviolent,FALSE STMT/DEFRAUD FIN INST,6
720-5/18-A,Nonviolent,ATTEMPT ROBBERY,6
625-5/6-301.1(B)(2),Nonviolent,POSS/DISP/FIC/ALT/DL/CRED,6
720-5/730-150(/6),Nonviolent,ATTEMPT FAILURE TO REPORT ANNU,6
720-5/16-1(B)(4),Nonviolent,THEFT >$300-$10K,6
720-5/21-3(A)(5),Nonviolent,MISD.CRIM TRES.TO RES.,6
35-130/9c,Nonviolent,"VIO TRANSP REQS >40,000 CIGS",6
720-5/21-3,Nonviolent,CRIM TRESPASS TO LAND,6
720-5/17-3(A),Nonviolent,ATT FORGERY,6
430-65/2,Nonviolent,ILLEG POSS/FIREARM/AMMO/FOID,6
625-5/11-402,Nonviolent,LEAVING THE SCENE OF AN ACCIDE,6
720-5/32-4(a),Nonviolent,COMMUNICATE WITH JUROR,6
720-135/1(2),Nonviolent,HARASSMENT BY TELEPHONE,6
720-5/16-1(A)(1)(C)7),Nonviolent,THEFT/DEC SENIOR 5K+,6
15-335/14(B)1),Nonviolent,POSS FALSE IDENTIFICATION CARD,6
625-5/11-501(D\3),Nonviolent,AGGRAVATED DUI,6
720-5/11-16(a)(1),Nonviolent,PANDERING/COMPULSION,6
720-5/21-1(1),Nonviolent,MIS.CRIM.DAMAGE TO PROPERTY,6
720-250/17,Nonviolent,MACH TO MAKE COUNTERFEIT,6
720-5/16D-5(a)(1),Nonviolent,COMPUTER FRAUD/ACCESS,6
720-5/18-1()(A),Nonviolent,ATT ROBBERY,6
625/5/4-103(A)(1)625/5/8-4(2),Nonviolent,ATTEMPT POSS/STOLEN/MOTOR/VEH,6
720-5/24-3A(A),Nonviolent,GUNRUNNING,6
720-5/16J-15,Nonviolent,ONLINE THEFT/EXCEEDS $150,6
720-5/11-19.1(a),Nonviolent,JUVENILE PIMPING,6
510-70/4.01(a),Nonviolent,OWN DOG FOR SPORT FIGHT,6
625-5/6-101,Nonviolent,DL EXPIRED 6 MONTHS OR LE,6
625-5/11-501(D)1)(G),Nonviolent,AGGRAVATED DUI,6
720-5/19-1(A)/8)(4),Nonviolent,ATTEMPT BURGLARY,6
720-5/24-3.1(a)(2),Nonviolent,UNLAWFUL POSSESSION OF HANDGUN,6
625-5/4-104(A)(3),Nonviolent,POSS STOLEN TITLE/CERTIF/,6
720-250/9,Nonviolent,MISUSE CARD BY ANOTHER >$150,6
720-5/16(A)(1),Nonviolent,ATTEMPT THEFT,6
720-570/407(b),Nonviolent,18+ DEL SUB<18/PK/SCH/PUB HS,6
720-5/16D-3(a)(2),Nonviolent,OBTAIN UNAUTHORIZED DATA,6
625-5/6-302,Nonviolent,FALSE AFFIDAVIT/PERJURY,6
720-5/26-5(b),Nonviolent,PROMOTE DOG FIGHTING,6
720-5/31-6(c)(5),Nonviolent,FELON PROBATIONER ESCAPE OFF,6
720-5/31-6(d),Nonviolent,ESCAPE/DANGEROUS WEAPON,6
720-5/9-1.2(A)(1),Violent,INTENT/HOMICIDE/UNBORN CH,6
720-5/12-14(A)(5),Violent,AGG CRIM SEX ASLT/VICTIM,6
625-5/11-501(f),Violent,DUI/GREAT BODILY HARM,6
720-5/9-3(A)(F),Violent,INVOLUNTARY MANSLAUGHTER,6
720-5/9-3.2,Violent,RECKLESS HOMICIDE/UNBORN CHILD,6
720-5/12-4(E)(2),Violent,AGG BTRY/OFFICER/EMPL/GOVT,6
720-5/12-5(A)(5),Violent,RECK CONDUCT/GREAT BODILY,6
720-5/12-15(A)(1)1),Violent,CRIM SEX ABUSE/FORCE,6
720-5/12-4.3(a)(5),Violent,AGG BATTERY CHILD/BODILY HARM,6
720-5/12-14(B)(II),Violent,AGG CRIM SX ASLT/FORCE VIC9-13,6
720-5/20-1.1,Violent,ATT (AGGRAVATED ARSON),6
720-5/9-2(A),Violent,SECOND DEGREE MURDER,6
,,,6
720-550/8(B),Drug,PRODUCE 5-20 CANNABIS PLA,5
720-570/401(D)(2),Drug,DLVY OF CONT SUBSTANCE,5
720-570/401-C(2),Drug,POSS.CONT.SUB.W/INTENT,5
720-570/405.1(/407)(2),Drug,CRIMINAL DRUG CONSPIRACY,5
720-5/402(C),Drug,ATTEMPT PCS,5
720-570/402(a)(7.5)(D)(ii),Drug,POSS 1500+ PILLS ECSTASY/ANLG,5
720-5/31A-1.1(a)(2),Drug,CAUSE/BRG CANNIBIS PENAL INST,5
720-570/8-4(A),Drug,ATTEMPT POSS/ MISDEMEANOR,5
720-570/401(A)(10),Drug,MFG/DEL 30+ GR PCP/ANALOG,5
720-570/402(A)(11),Drug,POSS 200+ GR OTHER SCHED,5
720-570/401(a)(7.5)(B)(i),Drug,MFG 100>400 GR ECSTASY/ANALOG,5
720-570/406(a)(1),Drug,DISTRIB CONTROL SUBSTANCE/1ST,5
720-570/402(A)(6.5)(A),Drug,POSSESS 15<100 GR METH,5
720-5/24-1(a)(8),Nonviolent,CARRY/POSSES FIREARM IN BAR,5
730-5/5-8A(4.1)(A)./8)(4),Nonviolent,ATTEMPT ESCAPE,5
720-5/8-1(A),Nonviolent,ATTEMPT ROBBERY,5
720-5/19-1(A)(8)(4),Nonviolent,ATTEMPT BURGLARY,5
625-5/11-401(B)3),Nonviolent,FAILURE REPORT ACCIDENT,5
510-70/4.01(f),Nonviolent,PROVIDE SITE FOR ANIMAL FIGHT,5
720-5/16A-3(3),Nonviolent,RETAIL THEFT >$150,5
15-335/14B(b)(7),Nonviolent,POSS W/O AUTH/LIC IMPLEMENT,5
720-5/10-7(a)(i),Nonviolent,AIDING CHILD ABDUCTION,5
35-120/13,Nonviolent,FRAUD RETURN>$300,5
625-5/6-301.1(b)(3),Nonviolent,POSS/FIC/ALT/DL/COMMIT THEFT,5
720-5/25-1(A)(1),Nonviolent,MOB ACTION/FORCE/2+ PERSO,5
720-5/625(5/4)(103)(A)(1),Nonviolent,ATTPT POSS STLEN VEHICLE,5
625-5/4-105(a)(5),Nonviolent,"USE FALSE NAME, ETC",5
625-5/8-4(625)(5/4)(103)(A)(1),Nonviolent,ATT.PSMV,5
720-5/16-3(A),Nonviolent,THEFT/LABOR/SERVICES/PROP,5
720-5/21-1(1)(c),Nonviolent,START FIRE/LAND/SCHOOL <$300,5
720-5/16D-5(a)(3),Nonviolent,COMPUTER FRAUD/OBTAIN>$1K-50K,5
720-5/24-2.1,Nonviolent,UNLWFL USE METAL PIERCE BULLET,5
720-5/26-1,Nonviolent,MIS.DISORDERLY CONDUCT,5
720-5/12-6.2(a)(3),Nonviolent,AGG INTIMIDATION PEACE OFFICER,5
15-335/14B(b)(10),Nonviolent,AD TO SELL FRAUDULENT ID CARD,5
720-5/24-1.6,Nonviolent,UNLAWFUL USE OF WEAPON,5
720-5/33-3(C),Nonviolent,OFFL MISCON/OBTAIN PERS ADVANT,5
720-5/24-1(a)(2),Nonviolent,CARRY/POSSESS KNIFE W/INTENT,5
720-5/12-6(a)(3),Nonviolent,INTIMIDATION/CRIMINAL OFFENSE,5
720-5/11-9.3(A),Nonviolent,CHILD SEX OFFENDER/SCHOOL,5
815-5/12(G),Nonviolent,SEC VIO/RECOVER MONEY BY FRAUD,5
625-5/6-301.2(b)(2),Nonviolent,POSS/DISPLAY/FRAUD/DL/CREDIT,5
720-5/17-1(A),Nonviolent,DECEPTIVE PRACTICES,5
625-5/11-501(A)(2)(C)(1)(2),Nonviolent,AGGRAVATED DUI/3RD OFFENSE,5
720-5/24-1.6(A)(2)2),Nonviolent,AGG UUW/PERSON/2ND,5
625-5/11-501(A)(1)(B)(2),Nonviolent,DRIVING UNDER THE INFLUENCE,5
720-5/19-1(A)/720),Nonviolent,ATTEMPT BURGLARY,5
720-5/16-1(A)(2)A\B1),Nonviolent,THEFT/DEC < $300,5
720-5/19-2A,Nonviolent,ATTEMPT BURGLARY,5
305-5/8A-3(B)(1),Nonviolent,"VENDOR FRD/SOL/REFER $10,",5
720-5/33-1(E),Nonviolent,BRIBERY/SOLICIT BRIBE,5
720-5/25-1(e),Nonviolent,MOB ACTION/FAIL TO WITHDRAW,5
720-5/16A-3(/2ND)(M),Nonviolent,RET THEFT (2ND MISD),5
720-5/26-1(A)(1),Nonviolent,DISORDERLY CONDUCT,5
720-5/12-21.5(a),Nonviolent,CHILD ABANDONMENT,5
625-5/4-103(A)(2),Nonviolent,REMOVE/ALTER/MANUFACTURER,5
720-5/16-7(A)(1),Nonviolent,UNLWFL USE REC SOUND/TRAN,5
720-5/31A-1.1(i),Nonviolent,BRING/POSS WEAPON/PENAL INST,5
720-5/16-1(A)(1)A+B4),Nonviolent,"THEFT >$300<$10,000",5
720-5/24-3.5(b),Nonviolent,PURCH 1 FIREARM/INTENT,5
720-5/21-3(a)(2),Nonviolent,CRIMINAL TRESPASS TO LAND,5
720-5/18-4(A)4),Violent,ATT(AGG VEH HIJACKING/FIREARM),5
720-5/9-1.2(a)(1),Violent,INTENT/HOMICIDE/UNBORN CHILD,5
720-5/12-11(a)(4),Violent,HOME INVASION/DISCH FIREARM,5
720-5/12-11(A)(4),Violent,HOME INVASION DSCHARGE FIREARM,5
720-5/9-2(A)(2),Violent,MURDER/SECOND DEGREE,5
720-5/12-11(a)(5),Violent,INVASION/DISCH FIREARM/HARM,5
720-5/12-7.5(A)(1),Violent,CYBERSTALK/THREAT,5
720-5/.2(A),Violent,SOLICITATION/MURDER/FOR HIRE,5
720-5/12-14(A)1),Violent,ATTEMPT AGG CRIM SEX ASSAULT/W,5
720-5/12-16(A)(3),Violent,AGG CRIM SEX AB/VICTIM 60,5
720-5/12-7.3(A)(1),Violent,STALKING/FOLLOW PERSON,5
720-5/10-5(b)(7),Violent,CHILD ABDUCTN/PARENT/PHY FORCE,5
720-5/12-7.3(A)(2),Violent,STALKING/APPREHENSION OF,5
720-5/12-3(A)(1),Violent,BATTERY,5
720-5/12-16(a)(5),Violent,AGG CRIM SEX  AB/THREATEN LIFE,5
720-5/12-11(A)1),Violent,ATTEMPT( HOME INVASION/ARMED F,5
720-5/4(B)(18),Violent,AGG BATTERY/PEACE OFF/DUTIES,5
720-5/25-1(d),Violent,MOB ACTION/VIOLENCE,5
720-5/12-2(A)(15),Violent,AGG ASSAULT/CORRECTIONAL,5
720-570/402(a)(7.5)(B)(ii),Drug,POSS 200>600 PILL ECSTASY/ANLG,4
720-570/405.1(/401)(A)(1)(A),Drug,CRIMINAL DRUG CONSPIRACY,4
720-570/401(A)(1)(D),Drug,MFG/DEL 900+ GR HEROIN/ANALOG,4
CRIMINAL DRUG CONSPIRACY,Drug,720-570\405.1(A),4
720-570/402(A)(7.5)(A)(I),Drug,POSSESSION CONTROL.SUBSTANCE,4
720-570/401(C)(7.5)(I),Drug,MFG 5>15 GRAMS ECSTASY/AN,4
720-570/405.1(A)401)(D)407)(B)(2),Drug,CRIM DRUG CONSPIRACY,4
720-570/401(B)(1),Drug,MAN/DEL >10-15G HER,4
720-646/20(b)(1),Drug,METH PRECURSOR/10<20 GRAMS,4
720-405.1(A)/401(C),Drug,CRIMINAL DRUG CONSPIRACY,4
720-570/401(A)(1)(C),Drug,PCS W/INT 400<900 GR HERO/ANLG,4
720-570/401(C)2),Drug,PS CT SB INT DL >1 <15,4
720-600/3(a),Drug,DRUG PARAPHERNALIA SALE,4
720-570/407(b)(4),Drug,AMT SCHED III/SCH/PUB HS/PK,4
720-570/401(a)(2),Drug,MFG/DEL 15/+GR COCAINE/ANALOG,4
720-570/405.1(A)/401)(A)(2)(A),Drug,CRIMINAL DRUG CONSPIRACY,4
720-570/405.1(A)/570)(401)(A)(2)(C),Drug,CRIMINAL DRUG CONSPIRACY,4
720-5/31A-1.2(a),Drug,EMP BRING CANNABIS/PENAL INST,4
720-5/402(C)(8)(4),Drug,ATTEMPT PCS,4
720-570/401(A),Drug,MFG/DEL <15 GR COCA/ANALOG,4
720-5/31A-1.1(A)(2),Drug,CAUSE/BRG CANNIBIS PENAL,4
720-570/402-A,Drug,POSS.CONT.SUB.,4
720-8/4(720)(570/402)(C)),Drug,ATTEPMT PCS,4
720-570/405.1(A)/401)(C)/407)(B)(1),Drug,CRIMINAL DRUG CONSPIRACY,4
720-570/405.1(/407)(1),Drug,CRIMINAL DRUG CONSPIRACY,4
720-570/401(c)(7)(i),Drug,5<15 GRAMS LSD/ANALOG,4
720-570/406(b)(1),Drug,"ILLEG DISTRIB/SCHED I, II/1ST",4
720-570/405.1(/401)(2),Drug,DRUG CONSPIRACY,4
720-570/405-1(A)407)(B)401)(D),Drug,CRIMINAL DRUG CONSPIRACY,4
720-570/405.1(A)/401)(A)(1)(B),Drug,CRIMINAL DRUG CONSPIRACY,4
